drug1,drug2,cell,label,combo
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000395,-3.767547823948963,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000421,3.13666096232303,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000425,-6.092896176462361,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000463,-4.56742453147303,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000552,-4.23154010368571,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000573,-5.47787898085712,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000657,6.845928503106868,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000665,-7.755813645751507,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000713,-3.8528290435076498,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000757,-12.0410541042535,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000788,-19.7603425235577,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000810,-1.073133625305012,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000811,-17.7322145578099,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000900,-6.51990400446918,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000906,-3.634997366616497,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000943,-3.090227469416057,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000950,-9.3660709549925,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-000971,-0.1070877478533664,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-001061,-6.16340984255252,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-001374,-10.47138995267241,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-001418,-4.42837033258587,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],ACH-002179,-4.48656719749671,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000028,0.3494870370998774,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000035,-10.422187081313796,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000097,-29.6944084103268,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000115,-47.8682216035491,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000147,-43.3944660524417,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000219,-56.753645447058105,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000291,-47.9657667333049,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000311,-6.303311330813178,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000322,-28.4456778320407,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000348,-35.587534582516795,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000395,-47.5578463203625,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000421,1.3444814721561078,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000425,-46.5437412370658,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000463,-65.19589031723693,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000552,-49.4209019277649,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000573,0.0843424750478297,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000657,-14.8379335905346,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000665,-42.9474066703542,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000713,-12.937119087632096,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000757,-2.6170368992504,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000788,0.1308198604519587,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000810,-28.9553726219393,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000811,-59.06273406723693,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000900,-25.598945773581,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000906,-68.42612469223695,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000943,-2.155273121616476,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000950,-4.55200418961347,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-000971,-49.1683648163469,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-001061,-49.7895237899569,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-001374,-45.6516830498673,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-001418,-5.712206943622618,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,ACH-002179,-23.28281268786027,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,ACH-000028,0.01731708686414,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C')"
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,ACH-000035,0.3744650286450012,"('B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O', 'CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C')"
